order_item_id,order_id,product_id,quantity,unit_price,subtotal
319,319,250,1,235.03,235.03
320,320,292,4,480.25,1921.0
321,321,338,5,466.66,2333.3
322,322,351,5,274.0,1370.0
323,323,293,4,382.55,1530.2
324,324,244,5,263.26,1316.3
325,325,438,2,38.96,77.92
326,326,260,1,397.5,397.5
327,327,201,3,35.82,107.46
328,328,254,5,143.43,717.15
329,329,498,4,214.89,859.56
330,330,316,3,261.89,785.67
331,331,393,3,305.17,915.51
332,332,165,1,99.96,99.96
333,333,15,5,26.51,132.55
334,334,24,2,137.15,274.3
335,335,429,3,188.41,565.23
336,336,179,5,210.15,1050.75
337,337,14,3,175.26,525.78
338,338,195,1,43.35,43.35
339,339,220,3,418.28,1254.84
340,340,183,4,215.45,861.8
341,341,180,1,360.58,360.58
342,342,339,2,354.18,708.36
343,343,127,2,223.71,447.42
344,344,332,3,147.57,442.71
345,345,304,1,78.75,78.75
346,346,467,1,159.7,159.7
347,347,445,3,165.27,495.81
348,348,59,3,67.25,201.75
349,349,87,1,378.01,378.01
350,350,276,3,350.22,1050.66
351,351,20,4,117.81,471.24
352,352,337,4,473.8,1895.2
353,353,291,5,286.47,1432.35
354,354,462,4,329.08,1316.32
355,355,137,1,81.5,81.5
356,356,357,4,494.26,1977.04
357,357,302,1,402.93,402.93
358,358,163,4,335.11,1340.44
359,359,293,4,382.55,1530.2
360,360,166,5,375.33,1876.65
361,361,51,4,80.66,322.64
362,362,52,2,476.98,953.96
363,363,173,4,46.97,187.88
364,364,258,3,279.81,839.43
365,365,86,5,12.31,61.55
366,366,154,3,365.63,1096.89
367,367,497,4,45.38,181.52
368,368,104,4,263.78,1055.12
369,369,326,1,259.73,259.73
370,370,431,5,490.56,2452.8
371,371,110,3,41.26,123.78
372,372,136,1,437.98,437.98
373,373,153,5,58.66,293.3
374,374,206,2,375.02,750.04
375,375,320,1,169.99,169.99
376,376,368,5,477.3,2386.5
377,377,49,5,456.75,2283.75
378,378,173,3,46.97,140.91
379,379,35,5,282.88,1414.4
380,380,411,5,49.7,248.5
381,381,244,4,263.26,1053.04
382,382,108,3,464.86,1394.58
383,383,408,1,378.3,378.3
384,384,334,3,123.45,370.35
385,385,259,3,240.67,722.01
386,386,222,5,178.23,891.15
387,387,161,2,160.39,320.78
388,388,213,4,18.35,73.4
389,389,129,5,442.14,2210.7
390,390,264,4,498.33,1993.32
391,391,344,5,39.56,197.8
392,392,93,1,360.61,360.61
393,393,322,5,250.26,1251.3
394,394,442,2,272.41,544.82
395,395,296,4,6.32,25.28
396,396,110,4,41.26,165.04
397,397,138,5,85.44,427.2
398,398,415,5,339.04,1695.2
399,399,437,4,494.47,1977.88
400,400,479,5,424.4,2122.0
401,401,373,1,87.35,87.35
402,402,268,2,372.73,745.46
403,403,187,4,401.7,1606.8
404,404,76,2,331.2,662.4
405,405,78,3,328.46,985.38
406,406,433,4,202.08,808.32
407,407,211,3,86.7,260.1
408,408,441,1,142.25,142.25
409,409,325,2,62.38,124.76
410,410,434,4,65.47,261.88
411,411,137,3,81.5,244.5
412,412,331,2,137.19,274.38
413,413,132,5,25.71,128.55
414,414,121,4,360.22,1440.88
415,415,123,1,246.82,246.82
416,416,77,2,208.5,417.0
417,417,15,2,26.51,53.02
418,418,409,3,339.78,1019.34
419,419,238,4,268.71,1074.84
420,420,287,4,300.08,1200.32
421,421,217,1,192.66,192.66
422,422,104,2,263.78,527.56
423,423,140,2,462.62,925.24
424,424,15,3,26.51,79.53
425,425,405,3,86.45,259.35
426,426,338,5,466.66,2333.3
427,427,91,1,463.63,463.63
428,428,494,4,471.0,1884.0
429,429,401,1,455.27,455.27
430,430,29,1,411.79,411.79
431,431,161,5,160.39,801.95
432,432,153,1,58.66,58.66
433,433,462,4,329.08,1316.32
434,434,460,3,150.97,452.91
435,435,344,1,39.56,39.56
436,436,204,2,241.1,482.2
437,437,121,1,360.22,360.22
438,438,293,5,382.55,1912.75
439,439,478,1,81.59,81.59
440,440,268,5,372.73,1863.65
441,441,487,5,173.21,866.05
442,442,129,4,442.14,1768.56
443,443,453,1,499.3,499.3
444,444,122,5,318.95,1594.75
445,445,63,3,366.32,1098.96
446,446,169,5,109.04,545.2
447,447,378,4,91.66,366.64
448,448,413,2,187.45,374.9
449,449,479,4,424.4,1697.6
450,450,112,2,39.05,78.1
451,451,55,2,492.73,985.46
452,452,110,3,41.26,123.78
453,453,226,4,123.08,492.32
454,454,131,5,278.5,1392.5
455,455,29,4,411.79,1647.16
456,456,274,3,269.4,808.2
457,457,359,1,482.85,482.85
458,458,163,5,335.11,1675.55
459,459,217,4,192.66,770.64
460,460,350,2,175.84,351.68
461,461,494,3,471.0,1413.0
462,462,451,2,364.99,729.98
463,463,186,4,424.93,1699.72
464,464,367,3,338.81,1016.43
465,465,421,3,497.98,1493.94
466,466,11,5,142.55,712.75
467,467,18,1,431.54,431.54
468,468,354,2,428.73,857.46
469,469,130,5,22.83,114.15
470,470,197,3,272.38,817.14
471,471,328,3,31.83,95.49
472,472,463,1,433.42,433.42
473,473,274,2,269.4,538.8
474,474,440,4,388.31,1553.24
475,475,199,1,110.91,110.91
476,476,466,4,366.16,1464.64
477,477,475,3,458.34,1375.02
478,478,155,1,305.07,305.07
479,479,480,2,280.35,560.7
480,480,153,2,58.66,117.32
481,481,441,2,142.25,284.5
482,482,469,4,50.16,200.64
483,483,324,3,48.59,145.77
484,484,451,4,364.99,1459.96
485,485,405,1,86.45,86.45
486,486,141,1,336.6,336.6
487,487,422,4,121.23,484.92
488,488,242,4,446.33,1785.32
489,489,475,3,458.34,1375.02
490,490,368,4,477.3,1909.2
491,491,449,1,298.86,298.86
492,492,423,2,197.38,394.76
493,493,358,3,482.59,1447.77
494,494,260,1,397.5,397.5
495,495,181,4,202.83,811.32
496,496,309,5,204.24,1021.2
497,497,378,3,91.66,274.98
498,498,233,1,471.03,471.03
499,499,391,1,489.08,489.08
500,500,329,2,313.2,626.4
501,501,323,4,381.45,1525.8
502,502,406,2,404.21,808.42
503,503,2,4,141.14,564.56
504,504,103,3,45.58,136.74
505,505,161,5,160.39,801.95
506,506,43,1,471.5,471.5
507,507,81,2,99.15,198.3
508,508,265,2,179.15,358.3
509,509,434,5,65.47,327.35
510,510,352,4,164.28,657.12
511,511,406,3,404.21,1212.63
512,512,232,4,340.29,1361.16
513,513,448,2,226.9,453.8
514,514,134,2,182.12,364.24
515,515,352,5,164.28,821.4
516,516,424,3,474.94,1424.82
517,517,410,3,423.64,1270.92
518,518,102,1,291.56,291.56
519,519,213,3,18.35,55.05
520,520,94,4,151.87,607.48
521,521,449,4,298.86,1195.44
522,522,484,5,339.11,1695.55
523,523,115,1,492.01,492.01
524,524,486,1,94.31,94.31
525,525,473,5,336.66,1683.3
526,526,332,5,147.57,737.85
527,527,321,2,84.61,169.22
528,528,465,1,414.57,414.57
529,529,499,4,210.02,840.08
530,530,102,3,291.56,874.68
531,531,360,2,54.68,109.36
532,532,26,4,126.18,504.72
533,533,317,4,142.69,570.76
534,534,308,3,66.56,199.68
535,535,77,1,208.5,208.5
536,536,491,3,374.33,1122.99
537,537,88,5,206.17,1030.85
538,538,61,1,436.85,436.85
539,539,368,5,477.3,2386.5
540,540,223,4,478.86,1915.44
541,541,424,4,474.94,1899.76
542,542,61,2,436.85,873.7
543,543,366,2,44.76,89.52
544,544,98,3,33.16,99.48
545,545,148,4,387.8,1551.2
546,546,196,2,139.5,279.0
547,547,221,2,375.77,751.54
548,548,308,2,66.56,133.12
549,549,422,3,121.23,363.69
550,550,373,2,87.35,174.7
551,551,215,2,323.16,646.32
552,552,210,2,341.18,682.36
553,553,15,3,26.51,79.53
554,554,500,3,258.61,775.83
555,555,121,5,360.22,1801.1
556,556,231,2,291.45,582.9
557,557,190,5,416.13,2080.65
558,558,351,4,274.0,1096.0
559,559,44,1,442.97,442.97
560,560,241,2,219.59,439.18
561,561,447,3,61.26,183.78
562,562,499,4,210.02,840.08
563,563,352,2,164.28,328.56
564,564,366,4,44.76,179.04
565,565,363,4,329.12,1316.48
566,566,377,5,208.97,1044.85
567,567,132,1,25.71,25.71
568,568,49,5,456.75,2283.75
569,569,31,1,471.74,471.74
570,570,171,2,223.87,447.74
571,571,242,3,446.33,1338.99
572,572,311,5,301.03,1505.15
573,573,364,1,237.4,237.4
574,574,3,3,369.55,1108.65
575,575,259,5,240.67,1203.35
576,576,196,3,139.5,418.5
577,577,203,3,349.28,1047.84
578,578,68,5,296.28,1481.4
579,579,22,5,142.6,713.0
580,580,92,3,214.39,643.17
581,581,87,5,378.01,1890.05
582,582,253,3,110.0,330.0
583,583,450,4,114.67,458.68
584,584,68,1,296.28,296.28
585,585,163,5,335.11,1675.55
586,586,222,2,178.23,356.46
587,587,134,1,182.12,182.12
588,588,161,1,160.39,160.39
589,589,66,4,127.71,510.84
590,590,447,3,61.26,183.78
591,591,383,3,403.29,1209.87
592,592,475,4,458.34,1833.36
593,593,145,3,156.07,468.21
594,594,314,3,475.64,1426.92
595,595,265,3,179.15,537.45
596,596,224,2,20.36,40.72
597,597,162,4,450.52,1802.08
598,598,392,2,9.01,18.02
599,599,285,4,155.4,621.6
600,600,28,2,343.88,687.76
601,601,77,1,208.5,208.5
602,602,118,2,439.67,879.34
603,603,19,4,353.76,1415.04
604,604,134,2,182.12,364.24
605,605,362,4,362.61,1450.44
606,606,224,1,20.36,20.36
607,607,459,4,165.97,663.88
608,608,21,4,428.38,1713.52
609,609,183,5,215.45,1077.25
610,610,249,4,441.41,1765.64
611,611,253,1,110.0,110.0
612,612,434,2,65.47,130.94
613,613,64,3,159.3,477.9
614,614,48,2,252.79,505.58
615,615,445,3,165.27,495.81
616,616,93,2,360.61,721.22
617,617,384,5,275.57,1377.85
618,618,422,3,121.23,363.69
619,619,289,5,454.71,2273.55
620,620,109,5,231.85,1159.25
621,621,498,1,214.89,214.89
622,622,270,5,363.67,1818.35
623,623,93,4,360.61,1442.44
624,624,472,1,478.53,478.53
625,625,127,4,223.71,894.84
626,626,347,1,152.79,152.79
627,627,455,3,455.3,1365.9
628,628,14,3,175.26,525.78
629,629,349,1,78.55,78.55
630,630,202,3,452.9,1358.7
631,631,303,1,61.81,61.81
632,632,429,3,188.41,565.23
633,633,79,1,204.3,204.3
634,634,42,4,266.91,1067.64
635,635,426,4,210.37,841.48
636,636,233,3,471.03,1413.09
637,637,305,1,75.41,75.41
638,638,169,1,109.04,109.04
639,639,336,5,51.14,255.7
640,640,487,4,173.21,692.84
641,641,167,5,286.71,1433.55
642,642,67,2,15.41,30.82
643,643,442,1,272.41,272.41
644,644,411,3,49.7,149.1
645,645,166,1,375.33,375.33
646,646,381,1,233.27,233.27
647,647,281,5,470.83,2354.15
648,648,196,1,139.5,139.5
649,649,205,3,377.97,1133.91
650,650,92,2,214.39,428.78
651,651,495,4,442.25,1769.0
652,652,46,1,220.21,220.21
653,653,437,2,494.47,988.94
654,654,84,4,404.97,1619.88
655,655,400,4,185.61,742.44
656,656,146,2,16.71,33.42
657,657,62,3,109.84,329.52
658,658,252,4,426.22,1704.88
659,659,377,3,208.97,626.91
660,660,463,5,433.42,2167.1
661,661,68,3,296.28,888.84
662,662,341,1,231.11,231.11
663,663,427,3,247.23,741.69
664,664,263,2,278.97,557.94
665,665,251,4,192.6,770.4
666,666,454,4,344.62,1378.48
667,667,244,3,263.26,789.78
668,668,289,5,454.71,2273.55
669,669,217,1,192.66,192.66
670,670,388,4,499.69,1998.76
671,671,416,3,311.68,935.04
672,672,315,2,24.91,49.82
673,673,223,4,478.86,1915.44
674,674,48,1,252.79,252.79
675,675,263,3,278.97,836.91
676,676,499,4,210.02,840.08
677,677,347,2,152.79,305.58
678,678,332,2,147.57,295.14
679,679,477,4,56.28,225.12
680,680,270,5,363.67,1818.35
681,681,43,3,471.5,1414.5
682,682,240,4,425.54,1702.16
683,683,41,4,195.46,781.84
684,684,154,2,365.63,731.26
685,685,66,3,127.71,383.13
686,686,431,2,490.56,981.12
687,687,268,4,372.73,1490.92
688,688,152,5,481.45,2407.25
689,689,25,5,319.31,1596.55
690,690,40,1,341.84,341.84
691,691,263,1,278.97,278.97
692,692,262,4,333.66,1334.64
693,693,212,1,68.18,68.18
694,694,238,5,268.71,1343.55
695,695,417,3,458.05,1374.15
696,696,182,3,345.37,1036.11
697,697,300,1,120.54,120.54
698,698,394,5,452.56,2262.8
699,699,9,1,405.67,405.67
700,700,380,4,456.85,1827.4
701,701,92,2,214.39,428.78
702,702,432,4,451.34,1805.36
703,703,24,1,137.15,137.15
704,704,214,3,284.37,853.11
705,705,161,5,160.39,801.95
706,706,371,4,374.65,1498.6
707,707,388,4,499.69,1998.76
708,708,320,3,169.99,509.97
709,709,175,2,410.12,820.24
710,710,109,2,231.85,463.7
711,711,41,5,195.46,977.3
712,712,133,1,466.88,466.88
713,713,223,5,478.86,2394.3
714,714,10,1,403.88,403.88
715,715,203,1,349.28,349.28
716,716,7,2,359.43,718.86
717,717,336,4,51.14,204.56
718,718,236,4,343.71,1374.84
719,719,445,5,165.27,826.35
720,720,372,4,381.38,1525.52
721,721,156,5,195.67,978.35
722,722,417,5,458.05,2290.25
723,723,185,4,29.86,119.44
724,724,412,3,135.91,407.73
725,725,45,2,322.28,644.56
726,726,70,1,38.36,38.36
727,727,98,1,33.16,33.16
728,728,418,1,36.29,36.29
729,729,357,2,494.26,988.52
730,730,440,1,388.31,388.31
731,731,108,4,464.86,1859.44
732,732,333,2,19.29,38.58
733,733,333,2,19.29,38.58
734,734,224,5,20.36,101.8
735,735,98,1,33.16,33.16
736,736,155,4,305.07,1220.28
737,737,76,4,331.2,1324.8
738,738,217,1,192.66,192.66
739,739,60,2,277.15,554.3
740,740,463,2,433.42,866.84
741,741,379,4,194.36,777.44
742,742,494,4,471.0,1884.0
743,743,242,1,446.33,446.33
744,744,441,4,142.25,569.0
745,745,300,2,120.54,241.08
746,746,104,3,263.78,791.34
747,747,292,4,480.25,1921.0
748,748,27,3,138.62,415.86
749,749,5,1,51.38,51.38
750,750,323,4,381.45,1525.8
751,751,213,4,18.35,73.4
752,752,378,5,91.66,458.3
753,753,306,5,397.35,1986.75
754,754,149,1,257.16,257.16
755,755,250,4,235.03,940.12
756,756,249,5,441.41,2207.05
757,757,303,5,61.81,309.05
758,758,479,4,424.4,1697.6
759,759,119,1,445.41,445.41
760,760,271,1,145.08,145.08
761,761,217,5,192.66,963.3
762,762,162,5,450.52,2252.6
763,763,33,3,457.7,1373.1
764,764,458,4,318.37,1273.48
765,765,456,4,44.99,179.96
766,766,60,4,277.15,1108.6
767,767,319,3,50.16,150.48
768,768,230,4,410.55,1642.2
769,769,11,2,142.55,285.1
770,770,148,2,387.8,775.6
771,771,241,3,219.59,658.77
772,772,225,2,420.42,840.84
773,773,260,2,397.5,795.0
774,774,301,3,396.67,1190.01
775,775,472,5,478.53,2392.65
776,776,437,4,494.47,1977.88
777,777,68,3,296.28,888.84
778,778,371,4,374.65,1498.6
779,779,492,4,212.82,851.28
780,780,427,3,247.23,741.69
781,781,408,4,378.3,1513.2
782,782,410,2,423.64,847.28
783,783,319,2,50.16,100.32
784,784,145,1,156.07,156.07
785,785,342,4,99.35,397.4
786,786,67,2,15.41,30.82
787,787,103,2,45.58,91.16
788,788,311,4,301.03,1204.12
789,789,52,4,476.98,1907.92
790,790,483,4,384.88,1539.52
791,791,156,2,195.67,391.34
792,792,108,5,464.86,2324.3
793,793,25,1,319.31,319.31
794,794,184,3,479.19,1437.57
795,795,183,2,215.45,430.9
796,796,90,5,192.59,962.95
797,797,17,1,278.26,278.26
798,798,173,4,46.97,187.88
799,799,59,5,67.25,336.25
800,800,117,1,466.22,466.22
801,801,288,2,388.97,777.94
802,802,250,3,235.03,705.09
803,803,175,3,410.12,1230.36
804,804,394,1,452.56,452.56
805,805,395,5,400.44,2002.2
806,806,137,2,81.5,163.0
807,807,437,5,494.47,2472.35
808,808,310,1,272.29,272.29
809,809,362,1,362.61,362.61
810,810,475,4,458.34,1833.36
811,811,410,4,423.64,1694.56
812,812,493,1,188.18,188.18
813,813,500,1,258.61,258.61
814,814,401,5,455.27,2276.35
815,815,313,1,50.21,50.21
816,816,422,5,121.23,606.15
817,817,22,5,142.6,713.0
818,818,54,2,14.64,29.28
819,819,323,1,381.45,381.45
820,820,446,2,30.94,61.88
821,821,467,3,159.7,479.1
822,822,81,3,99.15,297.45
823,823,363,4,329.12,1316.48
824,824,391,5,489.08,2445.4
825,825,256,1,260.73,260.73
826,826,79,3,204.3,612.9
827,827,172,2,239.23,478.46
828,828,63,2,366.32,732.64
829,829,225,4,420.42,1681.68
830,830,394,1,452.56,452.56
831,831,126,4,490.0,1960.0
832,832,175,3,410.12,1230.36
833,833,259,2,240.67,481.34
834,834,44,3,442.97,1328.91
835,835,191,4,449.12,1796.48
836,836,185,2,29.86,59.72
837,837,78,5,328.46,1642.3
838,838,216,2,233.54,467.08
839,839,71,4,168.56,674.24
840,840,212,4,68.18,272.72
841,841,460,4,150.97,603.88
842,842,488,5,435.58,2177.9
843,843,407,3,62.01,186.03
844,844,484,1,339.11,339.11
845,845,227,2,61.62,123.24
846,846,395,1,400.44,400.44
847,847,368,5,477.3,2386.5
848,848,484,1,339.11,339.11
849,849,44,3,442.97,1328.91
850,850,162,4,450.52,1802.08
851,851,396,2,179.4,358.8
852,852,223,1,478.86,478.86
853,853,202,1,452.9,452.9
854,854,339,2,354.18,708.36
